Customer,Margin Percent,Origin City,Destination City,Mode,Modes,Loads
WORLD DEPOT (100744-P1),15.0,BOLINGBROOK,BRISTOW,LTL,LTL,WORLD DEPOT (100744-P1)
CINSA USA (113476-P1),12.58,LAREDO,HOUSTON,LTL,LTL,CINSA USA (113476-P1)
AFFORDABLE WIPERS (94566-P1),20.0,HOUSTON,DELMAR,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
PUBLIC SPECIAL COMMODITIES DIVISION (117082-P1),11.0,LAS VEGAS,CINCINNATI,LTL,LTL,PUBLIC SPECIAL COMMODITIES DIVISION (117082-P1)
RII EXPRESS (80710-P1),28.09,BENSENVILLE,BELOIT,LTL,LTL,RII EXPRESS (80710-P1)
EMOJO BIKE (105217-P1),15.62,IRVINE,TUCSON,LTL,LTL,EMOJO BIKE (105217-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),34.08,DEERFIELD BEACH,PARKVILLE,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
GLOBAL CARTAGE INC (116473-P1),14.82,LIBERTY TOWNSHIP,SAINT CHARLES,LTL,LTL,GLOBAL CARTAGE INC (116473-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),35.65,DEERFIELD BEACH,HOLLY SPRINGS,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
GIFTABLE WORLD (103041-P1),18.98,POMONA,PIGEON FORGE,LTL,LTL,GIFTABLE WORLD (103041-P1)
AG OFFICE FURNITURE (100939-P1),13.0,CLEVELAND,NEWBERRY,LTL,LTL,AG OFFICE FURNITURE (100939-P1)
KW INTERNATIONAL (65898-P1),30.52,FORT PIERCE,COLLEGE PARK,LTL,LTL,KW INTERNATIONAL (65898-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),13.0,CITY OF INDUSTRY,FAYETTEVILLE,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
ALL FOREIGN AUTO PARTS. (84825-P1),29.5,RANCHO CORDOVA,NATIONAL CITY,LTL,LTL,ALL FOREIGN AUTO PARTS. (84825-P1)
"AMROS INDUSTRIES, INC. (232468-P1)",30.96,MUNCIE,CLEVELAND,LTL,LTL,"AMROS INDUSTRIES, INC. (232468-P1)"
MIDWEST TRADING CO (65937-P1),14.5,DALLAS,MUNCIE,LTL,LTL,MIDWEST TRADING CO (65937-P1)
GILLIS & LANE INC (67037-P1),30.1,TULSA,MANOR,LTL,LTL,GILLIS & LANE INC (67037-P1)
SITMATIC USA (94646-P1),25.39,FULLERTON,HATTIESBURG,LTL,LTL,SITMATIC USA (94646-P1)
"BROOKLYN BREW SHOP, LLC (235461-P1)",11.0,KINGSTON,TORONTO,LTL,LTL,"BROOKLYN BREW SHOP, LLC (235461-P1)"
EMPAVA APPLIANCES (251270-P1),9.89,CITY OF INDUSTRY,PLANO,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
SUNLAND SPECIALTIES (60381-P1),18.52,UPLAND,MESA,LTL,LTL,SUNLAND SPECIALTIES (60381-P1)
CHINA RAILWAY LOGISTICS LLC USA (87113-P1),16.41,S EL MONTE,TEMECULA,LTL,LTL,CHINA RAILWAY LOGISTICS LLC USA (87113-P1)
SDS NATIONAL (102907-P1),14.0,DENVER,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
WORLD DEPOT (100744-P1),17.52,Grand Prairie,Azusa,Truckload,Truckload,WORLD DEPOT (100744-P1)
PRO MOTION DISTRIBUTING (92973-P1),24.31,CUMMING,MEMPHIS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
KINGDOM DISTRIBUTORS (98029-P1),12.0,OXNARD,MCFARLAND,LTL,LTL,KINGDOM DISTRIBUTORS (98029-P1)
SDS NATIONAL (102907-P1),15.0,COLUMBUS,CARROLLTON,Volume,Volume,SDS NATIONAL (102907-P1)
THE NORTHWEST GROUP LLC (104134-P1),17.5,BLOOMINGTON,CINCINNATI,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
HAMPTON POPCORN (229994-P1),12.0,HAUPPAUGE,NORTH EAST,LTL,LTL,HAMPTON POPCORN (229994-P1)
RII EXPRESS (80710-P1),33.5,LA MIRADA,PERRIS,LTL,LTL,RII EXPRESS (80710-P1)
JOHN HOWARD COMPANY (84899-P1),14.0,CHICAGO,CHINO,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
GILLIS & LANE INC (67037-P1),21.97,PLACENTIA,UNION CITY,LTL,LTL,GILLIS & LANE INC (67037-P1)
PORTOR INDUSTRY (65673-P1),15.5,UPLAND,SEMINOLE,LTL,LTL,PORTOR INDUSTRY (65673-P1)
EEZGLOBAL INC (82586-P1),14.5,HAYWARD,BROOKSVILLE,LTL,LTL,EEZGLOBAL INC (82586-P1)
JIAHERB INC (50655-P1),21.02,PINE BROOK,CLEVELAND,LTL,LTL,JIAHERB INC (50655-P1)
FBD LOGISTICS (228466-P1),12.5,SAN FRANCISCO,WALNUT,LTL,LTL,FBD LOGISTICS (228466-P1)
HOOKAH G (37075-P1),14.5,LOS ANGELES,HALETHORPE,LTL,LTL,HOOKAH G (37075-P1)
MA GROUP OF COMPANIES (247186-P1),21.25,LOS ANGELES,SAN LEANDRO,LTL,LTL,MA GROUP OF COMPANIES (247186-P1)
COOLER DEPOT (50236-P1),13.0,CITY OF INDUSTRY,SHEBOYGAN,LTL,LTL,COOLER DEPOT (50236-P1)
FBD LOGISTICS (228466-P1),19.73,Walnut,Phoenix,Truckload,Truckload,FBD LOGISTICS (228466-P1)
WORLD DEPOT (100744-P1),21.17,BOLINGBROOK,CRESTWOOD,LTL,LTL,WORLD DEPOT (100744-P1)
EEZGLOBAL INC (82586-P1),16.0,HAYWARD,HOOPLE,LTL,LTL,EEZGLOBAL INC (82586-P1)
AVERYS BEVERAGES (102238-P1),21.21,NEW BRITAIN,HAYES,LTL,LTL,AVERYS BEVERAGES (102238-P1)
EMPAVA APPLIANCES (251270-P1),10.0,BELLEVUE,CITY OF INDUSTRY,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
JDM WESTCOAST (111904-P1),20.86,SANTA FE SPRINGS,SANTA BARBARA,LTL,LTL,JDM WESTCOAST (111904-P1)
EMOJO BIKE (105217-P1),14.5,IRVINE,PINECREST,LTL,LTL,EMOJO BIKE (105217-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),14.36,JACKSONVILLE,CHAMPIONS GT,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,BREA,LTL,LTL,EASYFLEX USA (58997-P1)
LFD FORWARDING INC (98612-P1),17.0,OAKLAND PARK,PORT CHARLOTTE,LTL,LTL,LFD FORWARDING INC (98612-P1)
SILVERWINGS UNIQUE (60288-P1),12.51,BEND,CARSON,LTL,LTL,SILVERWINGS UNIQUE (60288-P1)
DEKORRA PRODUCTS (251184-P1),10.0,RIO,CANTON,Volume,Volume,DEKORRA PRODUCTS (251184-P1)
FBD LOGISTICS (228466-P1),12.5,SOUTH JORDAN,WALNUT,Enterprise,Enterprise,FBD LOGISTICS (228466-P1)
ALTECH ELECTRONICS (110481-P1),10.0,PARAMOUNT,SOUTHLAKE,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
EXOTIC AUTO RECYCLING (84822-P1),19.26,RANCHO CORDOVA,ELLISVILLE,LTL,LTL,EXOTIC AUTO RECYCLING (84822-P1)
A&B BRUSH MFG (51668-P1),16.5,DUARTE,APOPKA,LTL,LTL,A&B BRUSH MFG (51668-P1)
METALLIC LADDER MANUFACTURING (116334-P1),31.96,RANDOLPH,THEODORE,LTL,LTL,METALLIC LADDER MANUFACTURING (116334-P1)
SILVERWINGS UNIQUE (60288-P1),12.5,LOVELAND,INGLEWOOD,LTL,LTL,SILVERWINGS UNIQUE (60288-P1)
CHINA RAILWAY LOGISTICS LLC USA (87113-P1),26.12,S EL MONTE,SAN BERNARDINO,LTL,LTL,CHINA RAILWAY LOGISTICS LLC USA (87113-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),49.74,WALDO,AKRON,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
TRIWAYS LOGISTICS (117156-P1),38.8,BELLEVILLE,EDISON,LTL,LTL,TRIWAYS LOGISTICS (117156-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,BIRMINGHAM,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EVO AMERICA LLC (104638-P1),20.9,TUALATIN,INDIO,LTL,LTL,EVO AMERICA LLC (104638-P1)
AFFORDABLE WIPERS (94566-P1),20.0,HOUSTON,PLEASANTON,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
MARUKAN VINEGAR USA (101648-P1),21.98,GRIFFIN,MEMPHIS,LTL,LTL,MARUKAN VINEGAR USA (101648-P1)
ALTECH ELECTRONICS (110481-P1),20.76,WARREN,ADDISON,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
CINSA USA (113476-P1),12.5,LAREDO,FREDERICKSBURG,LTL,LTL,CINSA USA (113476-P1)
MIDWEST TRADING CO (65937-P1),15.4,DALLAS,ELK GROVE VILLAGE,LTL,LTL,MIDWEST TRADING CO (65937-P1)
PACIFIC DUALIES INC (115870-P1),19.23,GARDENA,WAVERLY,LTL,LTL,PACIFIC DUALIES INC (115870-P1)
CODAN US (246619-P1),42.74,SAN DIEGO,UNION CITY,LTL,LTL,CODAN US (246619-P1)
EXOTIC AUTO RECYCLING (84822-P1),18.96,RANCHO CORDOVA,THOUSAND OAKS,LTL,LTL,EXOTIC AUTO RECYCLING (84822-P1)
TV TIME DIRECT (102383-P1),46.73,CHEHALIS,ATLANTA,LTL,LTL,TV TIME DIRECT (102383-P1)
AFFORDABLE WIPERS (94566-P1),20.0,HOUSTON,BENTON,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
OASIS IMAGING (245837-P1),15.16,COVINA,SYRACUSE,LTL,LTL,OASIS IMAGING (245837-P1)
PRO MOTION DISTRIBUTING (92973-P1),16.87,MONUMENT,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
FLORENCE FILTER CORP (50231-P1),10.0,COMPTON,OAKLAND,LTL,LTL,FLORENCE FILTER CORP (50231-P1)
SDS NATIONAL (102907-P1),17.0,CORAOPOLIS,GRAFTON,LTL,LTL,SDS NATIONAL (102907-P1)
HFS SOCAL INC (231551-P1),12.0,AZUSA,ELMIRA,LTL,LTL,HFS SOCAL INC (231551-P1)
MEXI-LAND (60970-P1),35.21,CITY OF INDUSTRY,LAS VEGAS,LTL,LTL,MEXI-LAND (60970-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),35.65,DEERFIELD BEACH,RALEIGH,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
"THE STAPLETON GROUP, INC (235240-P1)",10.4,GERMANTOWN,BENTON,LTL,LTL,"THE STAPLETON GROUP, INC (235240-P1)"
1ST CLASS CIGAR HUMIDORS (67634-P1),34.08,DEERFIELD BEACH,STAFFORD,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
ALTECH ELECTRONICS (110481-P1),10.2,PARAMOUNT,COLORADO SPRINGS,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
"THE STAPLETON GROUP, INC (235240-P1)",10.4,FAIRPORT,HAMBURG,LTL,LTL,"THE STAPLETON GROUP, INC (235240-P1)"
CONCEPT BATH AND INTERIORS (66965-P1),15.0,UNION CITY,GRAFTON,LTL,LTL,CONCEPT BATH AND INTERIORS (66965-P1)
RII EXPRESS (80710-P1),19.2,BENSENVILLE,CHANNAHON,LTL,LTL,RII EXPRESS (80710-P1)
"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)",12.0,FRESNO,STANLEY,LTL,LTL,"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)"
PLANTATION CANDIES (93930-P1),39.47,TELFORD,EPHRATA,LTL,LTL,PLANTATION CANDIES (93930-P1)
GENERAL FLOORCRAFT (234115-P1),13.42,MENTOR,MIAMI,LTL,LTL,GENERAL FLOORCRAFT (234115-P1)
SDR MOTORSPORTS INC (87676-P1),31.14,LAS VEGAS,MESA,LTL,LTL,SDR MOTORSPORTS INC (87676-P1)
RII EXPRESS (80710-P1),37.54,BENSENVILLE,BROOKLINE,LTL,LTL,RII EXPRESS (80710-P1)
AFFORDABLE WIPERS (94566-P1),23.7,HOUSTON,DALLAS,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
SDS NATIONAL (102907-P1),14.0,SAN DIEGO,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
HAMPTON POPCORN (229994-P1),22.03,HAUPPAUGE,STOCKTON,LTL,LTL,HAMPTON POPCORN (229994-P1)
PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1),15.5,SACRAMENTO,FIFE,LTL,LTL,PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1)
R&R INDUSTRIES (106223-P1),14.5,SAN CLEMENTE,ATLANTA,LTL,LTL,R&R INDUSTRIES (106223-P1)
REALSTONE SYSTEMS (64462-P1),18.93,TROY,ROCKFORD,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
ABD OFFICE SUPPLIES (50385-P1),13.22,CORONA,BAKERSFIELD,LTL,LTL,ABD OFFICE SUPPLIES (50385-P1)
RII EXPRESS (80710-P1),17.0,BENSENVILLE,EDWARDSVILLE,LTL,LTL,RII EXPRESS (80710-P1)
EASYFLEX USA (58997-P1),13.75,DENTON,IRVINE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
SDS NATIONAL (102907-P1),14.0,GREENSBORO,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
SUNLAND SPECIALTIES (60381-P1),15.5,UPLAND,LAS VEGAS,LTL,LTL,SUNLAND SPECIALTIES (60381-P1)
WESTERN FIBERGLASS (104464-P1),41.31,SANTA ROSA,TOLLESON,LTL,LTL,WESTERN FIBERGLASS (104464-P1)
WORLD DEPOT (100744-P1),14.0,BOLINGBROOK,PUNTA GORDA,LTL,LTL,WORLD DEPOT (100744-P1)
GOVINO (100871-P1),14.0,DOWNERS GROVE,MCKINNEY,LTL,LTL,GOVINO (100871-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),27.49,JACKSONVILLE,GAINESVILLE,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
ALTECH ELECTRONICS (110481-P1),10.0,PARAMOUNT,INDIANAPOLIS,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
OASIS IMAGING (245837-P1),15.92,COVINA,SAN TAN VALLEY,LTL,LTL,OASIS IMAGING (245837-P1)
SDS NATIONAL (102907-P1),26.16,GRAPEVINE,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
ALTECH ELECTRONICS (110481-P1),12.05,PARAMOUNT,KENNEWICK,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
PARKER AND SONS TRANSMISSIONS (51911-P1),25.39,BAKERSFIELD,CORONA,LTL,LTL,PARKER AND SONS TRANSMISSIONS (51911-P1)
POWER TRIM CO (229541-P1),37.0,POMONA,POWAY,LTL,LTL,POWER TRIM CO (229541-P1)
WORLD DEPOT (100744-P1),22.68,BOLINGBROOK,MONROE,LTL,LTL,WORLD DEPOT (100744-P1)
COLUMBUS INTL TRANSPORT (93103-P1),23.5,CERRITOS,GREENFIELD,LTL,LTL,COLUMBUS INTL TRANSPORT (93103-P1)
DAILY CONCEPTS (116842-P1),16.0,LOS ANGELES,HEBRON,LTL,LTL,DAILY CONCEPTS (116842-P1)
HAMPTON POPCORN (229994-P1),12.0,HAUPPAUGE,HATFIELD,LTL,LTL,HAMPTON POPCORN (229994-P1)
EMPAVA APPLIANCES (251270-P1),15.0,CITY OF INDUSTRY,MASSENA,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
POWER STEER INC (63189-P1),13.65,DALLAS,MEMPHIS,LTL,LTL,POWER STEER INC (63189-P1)
ENERGETIC LIGHTING (69015-P1),13.0,AUSTELL,GILBOA,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),13.0,ACWORTH,CITY OF INDUSTRY,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
ENERGETIC LIGHTING (69015-P1),13.0,CHINO,AUSTELL,Volume,Volume,ENERGETIC LIGHTING (69015-P1)
POSITIVE CONCEPTS (50250-P1),24.17,GREENVILLE,EBENSBURG,LTL,LTL,POSITIVE CONCEPTS (50250-P1)
DAILY CONCEPTS (116842-P1),16.0,LOS ANGELES,HEBRON,LTL,LTL,DAILY CONCEPTS (116842-P1)
FLORENCE FILTER CORP (50231-P1),13.68,COMPTON,PALM SPRINGS,LTL,LTL,FLORENCE FILTER CORP (50231-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,TACOMA,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,HOUSTON,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ALTECH ELECTRONICS (110481-P1),10.66,PARAMOUNT,SALT LAKE CITY,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
EMWEST POWERTRAIN SYSTEMS (111150-P1),16.0,LUGOFF,EUGENE,LTL,LTL,EMWEST POWERTRAIN SYSTEMS (111150-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,BENSENVILLE,LTL,LTL,EASYFLEX USA (58997-P1)
ALTECH ELECTRONICS (110481-P1),14.24,MCKINNEY,DURHAM,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
DAILY CONCEPTS (116842-P1),16.0,LOS ANGELES,HAINESPORT,LTL,LTL,DAILY CONCEPTS (116842-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),13.0,HOUSTON,KINSTON,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
EMPAVA APPLIANCES (251270-P1),15.0,CITY OF INDUSTRY,WASHINGTON,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
ZACA INC. (60803-P1),16.17,WESTLAKE VILLAGE,STOCKTON,LTL,LTL,ZACA INC. (60803-P1)
"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)",13.28,FRESNO,CINCINATTI,LTL,LTL,"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)"
NEW SUN LOGISTICS INC (99797-P1),12.0,FONTANA,HOUSTON,LTL,LTL,NEW SUN LOGISTICS INC (99797-P1)
OCEAN ROCK USA (88679-P1),30.12,CENTENNIAL,CORONA,LTL,LTL,OCEAN ROCK USA (88679-P1)
IOWA PARTS INC (102965-P1),12.0,HIAWATHA,BAY SHORE,LTL,LTL,IOWA PARTS INC (102965-P1)
CHINA RAILWAY LOGISTICS LLC USA (87113-P1),17.0,S EL MONTE,GOODYEAR,LTL,LTL,CHINA RAILWAY LOGISTICS LLC USA (87113-P1)
JIAHERB INC (50655-P1),30.38,BALDWIN PARK,ANAHEIM,LTL,LTL,JIAHERB INC (50655-P1)
EMPAVA APPLIANCES (251270-P1),15.63,CITY OF INDUSTRY,WEST HOLLYWOOD,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
HFS SOCAL INC (231551-P1),13.5,AZUSA,OKLAHOMA CITY,LTL,LTL,HFS SOCAL INC (231551-P1)
DAILY CONCEPTS (116842-P1),24.91,LOS ANGELES,MORENO VALLEY,LTL,LTL,DAILY CONCEPTS (116842-P1)
CODAN US (246619-P1),27.69,SAN DIEGO,TRACY,LTL,LTL,CODAN US (246619-P1)
MARUKAN VINEGAR USA (101648-P1),14.0,PARAMOUNT,TOLLESON,LTL,LTL,MARUKAN VINEGAR USA (101648-P1)
GOLDEN RAILINGS INC (98499-P1),20.0,BROOMFIELD,HOUSTON,LTL,LTL,GOLDEN RAILINGS INC (98499-P1)
PRO MOTION DISTRIBUTING (92973-P1),20.39,LAKE OSWEGO,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
NEBULITE (60380-P1),13.5,JURUPA VALLEY,LONGMONT,LTL,LTL,NEBULITE (60380-P1)
EMPAVA APPLIANCES (251270-P1),15.0,CITY OF INDUSTRY,HYDE PARK,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
REALSTONE SYSTEMS (64462-P1),22.96,TROY,ALBURTIS,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
WINJET AUTOMOTIVE (113877-P1),15.0,CITY OF INDUSTRY,STATESVILLE,LTL,LTL,WINJET AUTOMOTIVE (113877-P1)
WORLD DEPOT (100744-P1),12.51,AZUSA,IDAHO CITY,LTL,LTL,WORLD DEPOT (100744-P1)
METALLIC LADDER MANUFACTURING (116334-P1),15.46,RANDOLPH,TAMPA,LTL,LTL,METALLIC LADDER MANUFACTURING (116334-P1)
PACLIGHTS LLC (64270-P1),12.79,CINCINNATI,JERSEY CITY,LTL,LTL,PACLIGHTS LLC (64270-P1)
ALPINE CORPORATION (85281-P1),22.85,COMMERCE,CARLISLE,Volume,Volume,ALPINE CORPORATION (85281-P1)
NEWARK WIRE WORKS (109166-P1),40.02,MUKWONAGO,EDISON,Volume,Volume,NEWARK WIRE WORKS (109166-P1)
USA TECHNOLOGY CORP (81252-P1),18.75,ONTARIO,TAUNTON,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
GILLIS & LANE INC (67037-P1),21.97,COMMERCE,HAYWARD,LTL,LTL,GILLIS & LANE INC (67037-P1)
HAMPTON POPCORN (229994-P1),14.5,FRANKFORT,HAUPPAUGE,LTL,LTL,HAMPTON POPCORN (229994-P1)
ELECTRIDUCT (52487-P1),43.13,POMPANO BEACH,HARMONY,LTL,LTL,ELECTRIDUCT (52487-P1)
USA TECHNOLOGY CORP (81252-P1),19.72,ONTARIO,CROWLEY,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,HOUSTON,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
PERKO INC. (104732-P1),16.4,OOLTEWAH,MIAMI,LTL,LTL,PERKO INC. (104732-P1)
ZACA INC. (60803-P1),22.67,WESTLAKE VILLAGE,NORTH LAS VEGAS,LTL,LTL,ZACA INC. (60803-P1)
USA TECHNOLOGY CORP (81252-P1),17.49,ONTARIO,CHICAGO,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
KOSTER KEUNEN MANUFACTURING INC (242096-P1),13.5,WATERTOWN,HICKORY,LTL,LTL,KOSTER KEUNEN MANUFACTURING INC (242096-P1)
UG HEALTHCARE (66570-P1),16.84,COSTA MESA,BAKERSFIELD,LTL,LTL,UG HEALTHCARE (66570-P1)
DOLLAR EMPIRE LLC (114089-P1),14.7,LOS ANGELES,HAMTRAMCK,LTL,LTL,DOLLAR EMPIRE LLC (114089-P1)
LLP GLOBAL (66427-P1),19.5,RANCHO CUCAMONGA,KATY,LTL,LTL,LLP GLOBAL (66427-P1)
RII EXPRESS (80710-P1),36.94,BENSENVILLE,UNIVERSITY PARK,LTL,LTL,RII EXPRESS (80710-P1)
KINGFA GLOBAL INC (50330-P1),10.0,ONTARIO,CASS CITY,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
IGNITUS CORPORATION (65671-P1),27.94,S EL MONTE,ROGERS,LTL,LTL,IGNITUS CORPORATION (65671-P1)
USA TECHNOLOGY CORP (81252-P1),20.21,ONTARIO,PHOENIX,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
SANDHU PRODUCTS (237706-P1),11.5,LIVERMORE,NORWALK,LTL,LTL,SANDHU PRODUCTS (237706-P1)
PACLIGHTS LLC (64270-P1),13.5,CHINO,HOLLY HILL,LTL,LTL,PACLIGHTS LLC (64270-P1)
GOLDEN RAILINGS INC (98499-P1),20.0,BROOMFIELD,CLINTON,LTL,LTL,GOLDEN RAILINGS INC (98499-P1)
USA TECHNOLOGY CORP (81252-P1),17.49,ONTARIO,WORTH,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
REALSTONE SYSTEMS (64462-P1),20.07,TROY,NEW HAVEN,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
SDS NATIONAL (102907-P1),28.03,GRAPEVINE,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
POWER STEER INC (63189-P1),18.64,DALLAS,EL PASO,LTL,LTL,POWER STEER INC (63189-P1)
SDS NATIONAL (102907-P1),20.79,WACO,WEST CHICAGO,LTL,LTL,SDS NATIONAL (102907-P1)
COOLER DEPOT (50236-P1),13.0,CITY OF INDUSTRY,LAWRENCEVILLE,LTL,LTL,COOLER DEPOT (50236-P1)
PORTOR INDUSTRY (65673-P1),15.5,UPLAND,SEMINOLE,LTL,LTL,PORTOR INDUSTRY (65673-P1)
EMWEST POWERTRAIN SYSTEMS (111150-P1),16.0,EUGENE,SEATTLE,LTL,LTL,EMWEST POWERTRAIN SYSTEMS (111150-P1)
GOLD STANDARD CERTIFIED PARTS (252493-P1),16.77,DALLAS,DEERFIELD BEACH,LTL,LTL,GOLD STANDARD CERTIFIED PARTS (252493-P1)
REALSTONE SYSTEMS (64462-P1),35.62,TROY,PALM COAST,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
KINGFA GLOBAL INC (50330-P1),13.69,ONTARIO,INDIANAPOLIS,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
AG OFFICE FURNITURE (100939-P1),15.08,CLEVELAND,LAWNDALE,LTL,LTL,AG OFFICE FURNITURE (100939-P1)
SDS NATIONAL (102907-P1),15.5,CHANTILLY,DUNCAN,LTL,LTL,SDS NATIONAL (102907-P1)
ASTC GLOBAL (250156-P1),15.0,SANTA ANA,PORTLAND,LTL,LTL,ASTC GLOBAL (250156-P1)
SDR MOTORSPORTS INC (87676-P1),44.41,MESA,CONCORD,LTL,LTL,SDR MOTORSPORTS INC (87676-P1)
ALTECH ELECTRONICS (110481-P1),10.0,PARAMOUNT,MOUNTAIN CITY,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
METALLIC LADDER MANUFACTURING (116334-P1),15.5,RANDOLPH,JERSEY CITY,LTL,LTL,METALLIC LADDER MANUFACTURING (116334-P1)
CAMP CHEF (234447-P1),18.66,HYDE PARK,CENTENNIAL,LTL,LTL,CAMP CHEF (234447-P1)
ASE SUPPLY INC / THERMO BY PRODUCTS (234944-P1),13.5,TOLEDO,PORTLAND,LTL,LTL,ASE SUPPLY INC / THERMO BY PRODUCTS (234944-P1)
ALTECH ELECTRONICS (110481-P1),10.0,PARAMOUNT,FOND DU LAC,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
METALLIC LADDER MANUFACTURING - BRENDA (252492-P1),51.66,RANDOLPH,EAST RUTHERFORD,LTL,LTL,METALLIC LADDER MANUFACTURING - BRENDA (252492-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),16.83,AVENEL,VERSAILLES,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
FOOD FINDERS USA (50626-P1),25.0,DAYTON,OCEANSIDE,LTL,LTL,FOOD FINDERS USA (50626-P1)
"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)",12.0,FRESNO,SPANISH FORK,LTL,LTL,"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)"
GILLIS & LANE INC (67037-P1),24.37,PLACENTIA,MANOR,LTL,LTL,GILLIS & LANE INC (67037-P1)
"PURE N NATURAL SYSTEMS, INC. (234046-P1)",17.0,CONTOOCOOK,WINSTON SALEM,LTL,LTL,"PURE N NATURAL SYSTEMS, INC. (234046-P1)"
PRO MOTION DISTRIBUTING (92973-P1),20.41,CITY OF INDUSTRY,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
